image_id,annotator,class,x,y,w,h
CSU031,anotador1,suspicious_behavior,0.445578,0.644167,0.04575,0.218833
CSU031,anotador2,suspicious_behavior,0.445578,0.644167,0.04575,0.218833
CSU032,anotador1,suspicious_behavior,0.454289,0.628694,0.037047,0.180111
CSU032,anotador2,suspicious_behavior,0.454289,0.628694,0.037047,0.180111
CSU032,anotador1,suspicious_behavior,0.640016,0.659667,0.053375,0.261444
CSU032,anotador2,suspicious_behavior,0.640016,0.659667,0.053375,0.261444
CSU033,anotador1,suspicious_behavior,0.648188,0.670319,0.052281,0.290472
CSU033,anotador2,suspicious_behavior,0.648188,0.670319,0.052281,0.290472
CSU033,anotador1,suspicious_behavior,0.462461,0.597708,0.025047,0.12975
CSU033,anotador2,suspicious_behavior,0.462461,0.597708,0.025047,0.12975
CSU034,anotador1,suspicious_behavior,0.672703,0.711958,0.070812,0.284694
CSU034,anotador2,suspicious_behavior,0.672703,0.711958,0.070812,0.284694
CSU034,anotador1,suspicious_behavior,0.467367,0.588986,0.026141,0.112306
CSU034,anotador2,accident,0.467367,0.588986,0.026141,0.112306
CSU035,anotador1,suspicious_behavior,0.674336,0.71775,0.089328,0.323389
CSU035,anotador2,suspicious_behavior,0.674336,0.71775,0.089328,0.323389
CSU035,anotador1,suspicious_behavior,0.469539,0.584236,0.026141,0.098972
CSU035,anotador2,suspicious_behavior,0.469539,0.584236,0.026141,0.098972
CSU036,anotador1,suspicious_behavior,0.471172,0.585208,0.025063,0.097028
CSU036,anotador2,intrusion,0.471172,0.585208,0.025063,0.097028
CSU036,anotador1,suspicious_behavior,0.697758,0.710028,0.081703,0.358278
CSU036,anotador2,suspicious_behavior,0.697758,0.710028,0.081703,0.358278
CSU038,anotador1,suspicious_behavior,0.710281,0.722611,0.07625,0.383444
CSU038,anotador2,suspicious_behavior,0.710281,0.722611,0.07625,0.383444
CSU042,anotador1,suspicious_behavior,0.348625,0.700333,0.069719,0.230444
CSU042,anotador2,suspicious_behavior,0.348625,0.700333,0.069719,0.230444
CSU042,anotador1,suspicious_behavior,0.912344,0.704222,0.062094,0.261444
CSU042,anotador2,suspicious_behavior,0.912344,0.704222,0.062094,0.261444
CSU043,anotador1,suspicious_behavior,0.326844,0.697542,0.0915,0.286806
CSU043,anotador2,suspicious_behavior,0.326844,0.697542,0.0915,0.286806
CSU043,anotador1,suspicious_behavior,0.880758,0.679028,0.090422,0.273056
CSU043,anotador2,suspicious_behavior,0.880758,0.679028,0.090422,0.273056
CSU046,anotador1,suspicious_behavior,0.219547,0.828389,0.153594,0.343222
CSU046,anotador2,suspicious_object,0.219547,0.828389,0.153594,0.343222
CSU046,anotador1,suspicious_behavior,0.806141,0.652014,0.082781,0.234528
CSU046,anotador2,suspicious_behavior,0.806141,0.652014,0.082781,0.234528
CSU047,anotador1,suspicious_behavior,0.111156,0.802236,0.193906,0.395528
CSU047,anotador2,suspicious_behavior,0.111156,0.802236,0.193906,0.395528
CSU047,anotador1,suspicious_behavior,0.789797,0.659681,0.063188,0.183972
CSU047,anotador2,suspicious_behavior,0.789797,0.659681,0.063188,0.183972
CSU049,anotador1,suspicious_behavior,0.082289,0.646111,0.112203,0.234333
CSU049,anotador2,suspicious_behavior,0.082289,0.646111,0.112203,0.234333
CSU049,anotador1,suspicious_behavior,0.750586,0.644181,0.050109,0.152972
CSU049,anotador2,suspicious_behavior,0.750586,0.644181,0.050109,0.152972
CSU050,anotador1,suspicious_behavior,0.076836,0.648056,0.110016,0.234333
CSU050,anotador2,suspicious_behavior,0.076836,0.648056,0.110016,0.234333
CSU050,anotador1,suspicious_behavior,0.736953,0.622972,0.072969,0.176444
CSU050,anotador2,suspicious_behavior,0.736953,0.622972,0.072969,0.176444
CSU051,anotador1,suspicious_behavior,0.729367,0.623833,0.044703,0.162667
CSU051,anotador2,suspicious_behavior,0.729367,0.623833,0.044703,0.162667
CSU051,anotador1,suspicious_behavior,0.076289,0.652889,0.111109,0.216889
CSU051,anotador2,intrusion,0.076289,0.652889,0.111109,0.216889
CSU053,anotador1,suspicious_behavior,0.181414,0.805986,0.164484,0.383639
CSU053,anotador2,suspicious_behavior,0.181414,0.805986,0.164484,0.383639
CSU053,anotador1,suspicious_behavior,0.86168,0.659764,0.047891,0.172528
CSU053,anotador2,suspicious_behavior,0.86168,0.659764,0.047891,0.172528
CSU055,anotador1,suspicious_behavior,0.30668,0.768125,0.118734,0.331139
CSU055,anotador2,suspicious_behavior,0.30668,0.768125,0.118734,0.331139
CSU055,anotador1,suspicious_behavior,0.821391,0.678069,0.047937,0.108472
CSU055,anotador2,suspicious_behavior,0.821391,0.678069,0.047937,0.108472
CSU056,anotador1,suspicious_behavior,0.342086,0.735194,0.104578,0.3505
CSU056,anotador2,suspicious_behavior,0.342086,0.735194,0.104578,0.3505
CSU056,anotador1,suspicious_behavior,0.822484,0.675167,0.052281,0.1065
CSU056,anotador2,suspicious_behavior,0.822484,0.675167,0.052281,0.1065
CSU058,anotador1,suspicious_behavior,0.411258,0.715833,0.103484,0.261444
CSU058,anotador2,suspicious_behavior,0.411258,0.715833,0.103484,0.261444
CSU058,anotador1,suspicious_behavior,0.830648,0.674194,0.044672,0.104556
CSU058,anotador2,suspicious_behavior,0.830648,0.674194,0.044672,0.104556
CSU064,anotador1,suspicious_behavior,0.54525,0.642333,0.075156,0.215167
CSU064,anotador2,suspicious_behavior,0.54525,0.642333,0.075156,0.215167
CSU064,anotador1,suspicious_behavior,0.828469,0.681069,0.046844,0.091194
CSU064,anotador2,suspicious_behavior,0.828469,0.681069,0.046844,0.091194
CSU065,anotador1,suspicious_behavior,0.556141,0.654819,0.049031,0.170417
CSU065,anotador2,suspicious_behavior,0.556141,0.654819,0.049031,0.170417
CSU065,anotador1,suspicious_behavior,0.829016,0.685819,0.052281,0.100694
CSU065,anotador2,crime,0.829016,0.685819,0.052281,0.100694
CSU066,anotador1,suspicious_behavior,0.562672,0.649014,0.053375,0.170417
CSU066,anotador2,suspicious_behavior,0.562672,0.649014,0.053375,0.170417
CSU066,anotador1,suspicious_behavior,0.829562,0.686792,0.051187,0.091028
CSU066,anotador2,fire,0.829562,0.686792,0.051187,0.091028
CSU067,anotador1,suspicious_behavior,0.575203,0.635458,0.069719,0.174306
CSU067,anotador2,vandalism,0.575203,0.635458,0.069719,0.174306
CSU067,anotador1,suspicious_behavior,0.82575,0.68775,0.052281,0.096833
CSU067,anotador2,vandalism,0.82575,0.68775,0.052281,0.096833
CSU070,anotador1,suspicious_behavior,0.603523,0.629653,0.058828,0.143306
CSU070,anotador2,suspicious_behavior,0.603523,0.629653,0.058828,0.143306
CSU070,anotador1,suspicious_behavior,0.831742,0.68,0.049016,0.112333
CSU070,anotador2,suspicious_behavior,0.831742,0.68,0.049016,0.112333
CSU071,anotador1,suspicious_behavior,0.617687,0.609319,0.04575,0.152972
CSU071,anotador2,suspicious_behavior,0.617687,0.609319,0.04575,0.152972
CSU073,anotador1,suspicious_behavior,0.634016,0.608347,0.047906,0.139417
CSU073,anotador2,suspicious_behavior,0.634016,0.608347,0.047906,0.139417
CSU073,anotador1,suspicious_behavior,0.827383,0.674292,0.044672,0.112528
CSU073,anotador2,suspicious_behavior,0.827383,0.674292,0.044672,0.112528
CSU074,anotador1,suspicious_behavior,0.639469,0.607389,0.039219,0.1375
CSU074,anotador2,suspicious_behavior,0.639469,0.607389,0.039219,0.1375
CSU074,anotador1,suspicious_behavior,0.812133,0.648056,0.053391,0.141389
CSU074,anotador2,suspicious_behavior,0.812133,0.648056,0.053391,0.141389
CSU075,anotador1,suspicious_behavior,0.644375,0.616194,0.040313,0.1125
CSU075,anotador2,suspicious_behavior,0.644375,0.616194,0.040313,0.1125
CSU075,anotador1,suspicious_behavior,0.796336,0.639431,0.041391,0.131861
CSU075,anotador2,fall,0.796336,0.639431,0.041391,0.131861
CSU076,anotador1,suspicious_behavior,0.784898,0.642333,0.051203,0.129944
CSU076,anotador2,suspicious_behavior,0.784898,0.642333,0.051203,0.129944
CSU076,anotador1,suspicious_behavior,0.650367,0.598667,0.050109,0.127833
CSU076,anotador2,suspicious_behavior,0.650367,0.598667,0.050109,0.127833
CSU077,anotador1,suspicious_behavior,0.656359,0.602542,0.038125,0.112306
CSU077,anotador2,crime,0.656359,0.602542,0.038125,0.112306
CSU077,anotador1,suspicious_behavior,0.768563,0.627722,0.038125,0.120056
CSU077,anotador2,suspicious_behavior,0.768563,0.627722,0.038125,0.120056
CSU078,anotador1,suspicious_behavior,0.376406,0.792319,0.070812,0.213028
CSU078,anotador2,suspicious_behavior,0.376406,0.792319,0.070812,0.213028
CSU078,anotador1,suspicious_behavior,0.45593,0.820403,0.027234,0.044528
CSU078,anotador2,crime,0.45593,0.820403,0.027234,0.044528
CSU079,anotador1,suspicious_behavior,0.357875,0.813639,0.06425,0.189778
CSU079,anotador2,suspicious_behavior,0.357875,0.813639,0.06425,0.189778
CSU079,anotador1,suspicious_behavior,0.454289,0.821375,0.028328,0.05425
CSU079,anotador2,suspicious_object,0.454289,0.821375,0.028328,0.05425
CSU080,anotador1,suspicious_behavior,0.452656,0.822347,0.025063,0.048417
CSU080,anotador2,suspicious_behavior,0.452656,0.822347,0.025063,0.048417
CSU080,anotador1,suspicious_behavior,0.328469,0.798139,0.092594,0.278889
CSU080,anotador2,suspicious_behavior,0.328469,0.798139,0.092594,0.278889
CSU082,anotador1,suspicious_behavior,0.451023,0.821375,0.021797,0.046472
CSU082,anotador2,suspicious_behavior,0.451023,0.821375,0.021797,0.046472
CSU082,anotador1,suspicious_behavior,0.270188,0.806847,0.115469,0.331139
CSU082,anotador2,crime,0.270188,0.806847,0.115469,0.331139
CSU083,anotador1,suspicious_behavior,0.241875,0.786514,0.154688,0.414417
CSU083,anotador2,suspicious_behavior,0.241875,0.786514,0.154688,0.414417
CSU083,anotador1,suspicious_behavior,0.447203,0.817597,0.022875,0.054417
CSU083,anotador2,suspicious_behavior,0.447203,0.817597,0.022875,0.054417
CSU084,anotador1,suspicious_behavior,0.446117,0.821375,0.025047,0.050361
CSU084,anotador2,suspicious_behavior,0.446117,0.821375,0.025047,0.050361
CSU084,anotador1,suspicious_behavior,0.225531,0.783611,0.145969,0.428
CSU084,anotador2,suspicious_behavior,0.225531,0.783611,0.145969,0.428
CSU085,anotador1,suspicious_behavior,0.445031,0.816625,0.020688,0.056361
CSU085,anotador2,suspicious_behavior,0.445031,0.816625,0.020688,0.056361
CSU085,anotador1,suspicious_behavior,0.147102,0.801986,0.150328,0.395083
CSU085,anotador2,suspicious_object,0.147102,0.801986,0.150328,0.395083
CSU086,anotador1,suspicious_behavior,0.082281,0.747889,0.160125,0.499833
CSU086,anotador2,suspicious_behavior,0.082281,0.747889,0.160125,0.499833
CSU086,anotador1,suspicious_behavior,0.446664,0.815569,0.023953,0.061972
CSU086,anotador2,suspicious_behavior,0.446664,0.815569,0.023953,0.061972
CSU087,anotador1,suspicious_behavior,0.441758,0.826222,0.027234,0.052278
CSU087,anotador2,suspicious_behavior,0.441758,0.826222,0.027234,0.052278
CSU089,anotador1,suspicious_behavior,0.434133,0.826208,0.025047,0.048417
CSU089,anotador2,suspicious_behavior,0.434133,0.826208,0.025047,0.048417
CSU090,anotador1,suspicious_behavior,0.410719,0.724542,0.078437,0.193639
CSU090,anotador2,suspicious_behavior,0.410719,0.724542,0.078437,0.193639
CSU092,anotador1,suspicious_behavior,0.729891,0.629653,0.082781,0.193639
CSU092,anotador2,suspicious_behavior,0.729891,0.629653,0.082781,0.193639
CSU093,anotador1,suspicious_behavior,0.891656,0.608361,0.068625,0.189778
CSU093,anotador2,suspicious_behavior,0.891656,0.608361,0.068625,0.189778
CSU095,anotador1,suspicious_behavior,0.311039,0.685806,0.064266,0.151056
CSU095,anotador2,accident,0.311039,0.685806,0.064266,0.151056
CSU096,anotador1,suspicious_behavior,0.233156,0.718736,0.100219,0.178139
CSU096,anotador2,intrusion,0.233156,0.718736,0.100219,0.178139
CSU097,anotador1,suspicious_behavior,0.8715,0.607389,0.043562,0.180111
CSU097,anotador2,fire,0.8715,0.607389,0.043562,0.180111
CSU098,anotador1,suspicious_behavior,0.906359,0.599639,0.047937,0.180111
CSU098,anotador2,suspicious_object,0.906359,0.599639,0.047937,0.180111
CSU099,anotador1,suspicious_behavior,0.110094,0.708162,0.217937,0.571452
CSU099,anotador2,suspicious_behavior,0.110094,0.708162,0.217937,0.571452
CSU101,anotador1,suspicious_behavior,0.333375,0.700609,0.215687,0.598782
CSU101,anotador2,suspicious_behavior,0.333375,0.700609,0.215687,0.598782
CSU104,anotador1,suspicious_behavior,0.539797,0.655925,0.055563,0.228571
CSU104,anotador2,suspicious_behavior,0.539797,0.655925,0.055563,0.228571
CSU105,anotador1,suspicious_behavior,0.517992,0.630621,0.040266,0.164895
CSU105,anotador2,suspicious_behavior,0.517992,0.630621,0.040266,0.164895
CSU106,anotador1,suspicious_behavior,0.393289,0.650211,0.063172,0.243279
CSU106,anotador2,suspicious_behavior,0.393289,0.650211,0.063172,0.243279
CSU107,anotador1,suspicious_behavior,0.483695,0.707342,0.089328,0.35103
CSU107,anotador2,suspicious_behavior,0.483695,0.707342,0.089328,0.35103
CSU108,anotador1,suspicious_behavior,0.81707,0.721838,0.346328,0.556323
CSU108,anotador2,crime,0.81707,0.721838,0.346328,0.556323
CSU110,anotador1,fall,0.590453,0.773466,0.224406,0.173068
CSU110,anotador2,fall,0.590453,0.773466,0.224406,0.173068
CSU110,anotador1,suspicious_behavior,0.269648,0.661639,0.075172,0.192646
CSU110,anotador2,suspicious_behavior,0.269648,0.661639,0.075172,0.192646
CSU112,anotador1,suspicious_behavior,0.551242,0.677143,0.063172,0.135504
CSU112,anotador2,suspicious_behavior,0.551242,0.677143,0.063172,0.135504
CSU112,anotador1,fall,0.54307,0.771019,0.225484,0.140398
CSU112,anotador2,fall,0.54307,0.771019,0.225484,0.140398
CSU112,anotador1,suspicious_behavior,0.257086,0.667365,0.089266,0.200773
CSU112,anotador2,suspicious_behavior,0.257086,0.667365,0.089266,0.200773
CSU113,anotador1,suspicious_behavior,0.546883,0.66082,0.061016,0.161639
CSU113,anotador2,suspicious_behavior,0.546883,0.66082,0.061016,0.161639
CSU113,anotador1,suspicious_behavior,0.245141,0.667342,0.067531,0.213888
CSU113,anotador2,suspicious_behavior,0.245141,0.667342,0.067531,0.213888
CSU113,anotador1,fall,0.49732,0.765316,0.240734,0.135504
CSU113,anotador2,fall,0.49732,0.765316,0.240734,0.135504
CSU118,anotador1,suspicious_behavior,0.173062,0.681311,0.140531,0.253583
CSU118,anotador2,suspicious_behavior,0.173062,0.681311,0.140531,0.253583
CSU118,anotador1,suspicious_behavior,0.545164,0.661218,0.058234,0.130258
CSU118,anotador2,suspicious_object,0.545164,0.661218,0.058234,0.130258
CSU118,anotador1,fall,0.367773,0.792248,0.247109,0.114286
CSU118,anotador2,fall,0.367773,0.792248,0.247109,0.114286
CSU120,anotador1,fall,0.280766,0.779696,0.215406,0.126089
CSU120,anotador2,suspicious_object,0.280766,0.779696,0.215406,0.126089
CSU120,anotador1,suspicious_behavior,0.532219,0.666066,0.049,0.109461
CSU120,anotador2,accident,0.532219,0.666066,0.049,0.109461
CSU120,anotador1,suspicious_behavior,0.101875,0.71596,0.123875,0.286815
CSU120,anotador2,vandalism,0.101875,0.71596,0.123875,0.286815
CSU121,anotador1,suspicious_behavior,0.534992,0.659836,0.043453,0.119157
CSU121,anotador2,suspicious_object,0.534992,0.659836,0.043453,0.119157
CSU121,anotador1,fall,0.255805,0.770691,0.211703,0.144098
CSU121,anotador2,fall,0.255805,0.770691,0.211703,0.144098
CSU122,anotador1,suspicious_behavior,0.532687,0.654988,0.044375,0.120562
CSU122,anotador2,suspicious_behavior,0.532687,0.654988,0.044375,0.120562
CSU122,anotador1,fall,0.208195,0.799731,0.247766,0.085785
CSU122,anotador2,suspicious_object,0.208195,0.799731,0.247766,0.085785
CSU123,anotador1,fall,0.192938,0.809496,0.248688,0.074824
CSU123,anotador2,fall,0.192938,0.809496,0.248688,0.074824
CSU123,anotador1,suspicious_behavior,0.534531,0.66815,0.040688,0.094239
CSU123,anotador2,suspicious_behavior,0.534531,0.66815,0.040688,0.094239
CSU124,anotador1,fall,0.161508,0.805328,0.243141,0.074824
CSU124,anotador2,fall,0.161508,0.805328,0.243141,0.074824
CSU124,anotador1,suspicious_behavior,0.52668,0.658454,0.032359,0.110867
CSU124,anotador2,suspicious_behavior,0.52668,0.658454,0.032359,0.110867
CSU125,anotador1,suspicious_behavior,0.528523,0.660539,0.034203,0.09007
CSU125,anotador2,suspicious_behavior,0.528523,0.660539,0.034203,0.09007
CSU125,anotador1,fall,0.110195,0.807412,0.140516,0.08452
CSU125,anotador2,fall,0.110195,0.807412,0.140516,0.08452
CSU131,anotador1,suspicious_behavior,0.378297,0.686511,0.264406,0.626979
CSU131,anotador2,suspicious_behavior,0.378297,0.686511,0.264406,0.626979
CSU132,anotador1,suspicious_behavior,0.703242,0.706253,0.189516,0.586136
CSU132,anotador2,suspicious_behavior,0.703242,0.706253,0.189516,0.586136
CSU133,anotador1,suspicious_behavior,0.868688,0.658454,0.141375,0.435082
CSU133,anotador2,suspicious_behavior,0.868688,0.658454,0.141375,0.435082
CSU134,anotador1,suspicious_behavior,0.712242,0.659075,0.056234,0.20435
CSU134,anotador2,fire,0.712242,0.659075,0.056234,0.20435
CSU135,anotador1,suspicious_behavior,0.845781,0.661887,0.046875,0.187475
CSU135,anotador2,crime,0.845781,0.661887,0.046875,0.187475
CSU136,anotador1,suspicious_behavior,0.726883,0.651575,0.073828,0.28685
CSU136,anotador2,vandalism,0.726883,0.651575,0.073828,0.28685
CSU137,anotador1,suspicious_behavior,0.624945,0.651587,0.090234,0.373075
CSU137,anotador2,suspicious_behavior,0.624945,0.651587,0.090234,0.373075
CSU139,anotador1,suspicious_behavior,0.439813,0.65345,0.106625,0.2081
CSU139,anotador2,suspicious_behavior,0.439813,0.65345,0.106625,0.2081
CSU142,anotador1,suspicious_behavior,0.143945,0.670325,0.189828,0.47805
CSU142,anotador2,fire,0.143945,0.670325,0.189828,0.47805
CSU142,anotador1,suspicious_behavior,0.240078,0.671262,0.100781,0.269975
CSU142,anotador2,suspicious_behavior,0.240078,0.671262,0.100781,0.269975
CSU148,anotador1,suspicious_behavior,0.762625,0.681575,0.110156,0.22685
CSU148,anotador2,suspicious_behavior,0.762625,0.681575,0.110156,0.22685
CSU149,anotador1,suspicious_behavior,0.715172,0.6572,0.108969,0.2756
CSU149,anotador2,suspicious_object,0.715172,0.6572,0.108969,0.2756
CSU150,anotador1,suspicious_behavior,0.289242,0.676887,0.098422,0.243725
CSU150,anotador2,suspicious_behavior,0.289242,0.676887,0.098422,0.243725
CSU152,anotador1,suspicious_behavior,0.360133,0.655338,0.144109,0.444325
CSU152,anotador2,suspicious_behavior,0.360133,0.655338,0.144109,0.444325
CSU153,anotador1,suspicious_behavior,0.419305,0.6872,0.171078,0.33185
CSU153,anotador2,suspicious_behavior,0.419305,0.6872,0.171078,0.33185
CSU154,anotador1,suspicious_behavior,0.508297,0.651587,0.147531,0.391825
CSU154,anotador2,crime,0.508297,0.651587,0.147531,0.391825
CSU155,anotador1,suspicious_behavior,0.566906,0.67595,0.11725,0.33185
CSU155,anotador2,suspicious_behavior,0.566906,0.67595,0.11725,0.33185
CSU156,anotador1,suspicious_behavior,0.61382,0.661887,0.145297,0.318725
CSU156,anotador2,suspicious_behavior,0.61382,0.661887,0.145297,0.318725
CSU157,anotador1,suspicious_behavior,0.674156,0.66095,0.158188,0.3281
CSU157,anotador2,fire,0.674156,0.66095,0.158188,0.3281
CSU158,anotador1,suspicious_behavior,0.705211,0.676887,0.119516,0.269975
CSU158,anotador2,suspicious_behavior,0.705211,0.676887,0.119516,0.269975
CSU159,anotador1,suspicious_behavior,0.442742,0.65345,0.112484,0.33935
CSU159,anotador2,fall,0.442742,0.65345,0.112484,0.33935
CSU160,anotador1,suspicious_behavior,0.570461,0.662825,0.065609,0.20435
CSU160,anotador2,suspicious_behavior,0.570461,0.662825,0.065609,0.20435
CSU160,anotador1,suspicious_behavior,0.414617,0.6647,0.117172,0.39185
CSU160,anotador2,intrusion,0.414617,0.6647,0.117172,0.39185
CSU162,anotador1,suspicious_behavior,0.200773,0.682512,0.254266,0.618675
CSU162,anotador2,suspicious_behavior,0.200773,0.682512,0.254266,0.618675
CSU162,anotador1,suspicious_behavior,0.748563,0.666575,0.114844,0.2231
CSU162,anotador2,suspicious_behavior,0.748563,0.666575,0.114844,0.2231
CSU177,anotador1,suspicious_behavior,0.125336,0.554385,0.147547,0.336354
CSU177,anotador2,suspicious_behavior,0.125336,0.554385,0.147547,0.336354
CSU179,anotador1,suspicious_behavior,0.188398,0.5885,0.178484,0.255417
CSU179,anotador2,suspicious_behavior,0.188398,0.5885,0.178484,0.255417
CSU180,anotador1,fall,0.284187,0.64799,0.296281,0.177688
CSU180,anotador2,suspicious_object,0.284187,0.64799,0.296281,0.177688
CSU181,anotador1,fall,0.274672,0.688448,0.312937,0.128521
CSU181,anotador2,fall,0.274672,0.688448,0.312937,0.128521
CSU182,anotador1,fall,0.273477,0.690031,0.320078,0.115812
CSU182,anotador2,fall,0.273477,0.690031,0.320078,0.115812
CSU183,anotador1,fall,0.272883,0.682896,0.333172,0.0825
CSU183,anotador2,suspicious_behavior,0.272883,0.682896,0.333172,0.0825
CSU184,anotador1,fall,0.275258,0.684479,0.321266,0.098375
CSU184,anotador2,fall,0.275258,0.684479,0.321266,0.098375
CSU185,anotador1,fall,0.277648,0.683688,0.321266,0.08725
CSU185,anotador2,suspicious_behavior,0.277648,0.683688,0.321266,0.08725
CSU186,anotador1,fall,0.274078,0.682896,0.328406,0.088833
CSU186,anotador2,suspicious_object,0.274078,0.682896,0.328406,0.088833
CSU188,anotador1,fall,0.274672,0.684479,0.329594,0.0825
CSU188,anotador2,fall,0.274672,0.684479,0.329594,0.0825
CSU189,anotador1,fall,0.278234,0.679719,0.324844,0.085687
CSU189,anotador2,intrusion,0.278234,0.679719,0.324844,0.085687
CSU190,anotador1,fall,0.276453,0.682885,0.326031,0.088812
CSU190,anotador2,crime,0.276453,0.682885,0.326031,0.088812
CSU192,anotador1,fall,0.277641,0.682885,0.326031,0.095187
CSU192,anotador2,fall,0.277641,0.682885,0.326031,0.095187
CSU193,anotador1,fall,0.274078,0.682104,0.328406,0.084083
CSU193,anotador2,accident,0.274078,0.682104,0.328406,0.084083
CSU194,anotador1,fall,0.277047,0.682885,0.324844,0.095187
CSU194,anotador2,fall,0.277047,0.682885,0.324844,0.095187
CSU195,anotador1,fall,0.273484,0.683688,0.329594,0.08725
CSU195,anotador2,suspicious_behavior,0.273484,0.683688,0.329594,0.08725
CSU199,anotador1,suspicious_behavior,0.635203,0.586115,0.151125,0.320479
CSU199,anotador2,intrusion,0.635203,0.586115,0.151125,0.320479
CSU200,anotador1,suspicious_behavior,0.599508,0.605948,0.198703,0.274479
CSU200,anotador2,suspicious_behavior,0.599508,0.605948,0.198703,0.274479
CSU201,anotador1,fall,0.491828,0.682896,0.314125,0.190375
CSU201,anotador2,fall,0.491828,0.682896,0.314125,0.190375
CSU203,anotador1,fall,0.507297,0.71224,0.345062,0.115813
CSU203,anotador2,suspicious_object,0.507297,0.71224,0.345062,0.115813
CSU205,anotador1,fall,0.502531,0.709073,0.342687,0.150729
CSU205,anotador2,fall,0.502531,0.709073,0.342687,0.150729
CSU207,anotador1,fall,0.50432,0.697167,0.348641,0.142792
CSU207,anotador2,fall,0.50432,0.697167,0.348641,0.142792
CSU209,anotador1,fall,0.494969,0.694615,0.332969,0.126854
CSU209,anotador2,fall,0.494969,0.694615,0.332969,0.126854
CSU210,anotador1,fall,0.493305,0.699042,0.334078,0.118
CSU210,anotador2,fall,0.493305,0.699042,0.334078,0.118
CSU211,anotador1,fall,0.492758,0.700594,0.337391,0.118146
CSU211,anotador2,fall,0.492758,0.700594,0.337391,0.118146
CSU212,anotador1,fall,0.494969,0.696833,0.344031,0.119458
CSU212,anotador2,suspicious_object,0.494969,0.696833,0.344031,0.119458
CSU213,anotador1,fall,0.499945,0.691667,0.347359,0.126833
CSU213,anotador2,suspicious_object,0.499945,0.691667,0.347359,0.126833
CSU214,anotador1,fall,0.506031,0.693135,0.350656,0.135687
CSU214,anotador2,fall,0.506031,0.693135,0.350656,0.135687
CSU216,anotador1,fall,0.503266,0.697563,0.349562,0.115042
CSU216,anotador2,fall,0.503266,0.697563,0.349562,0.115042
CSU217,anotador1,suspicious_behavior,0.798063,0.549344,0.142687,0.364312
CSU217,anotador2,suspicious_object,0.798063,0.549344,0.142687,0.364312
CSU218,anotador1,suspicious_behavior,0.700172,0.552281,0.216812,0.376104
CSU218,anotador2,suspicious_object,0.700172,0.552281,0.216812,0.376104
CSU219,anotador1,suspicious_behavior,0.581805,0.541219,0.139391,0.424771
CSU219,anotador2,suspicious_object,0.581805,0.541219,0.139391,0.424771
CSU221,anotador1,suspicious_behavior,0.357242,0.540479,0.201328,0.42625
CSU221,anotador2,suspicious_object,0.357242,0.540479,0.201328,0.42625
CSU222,anotador1,suspicious_behavior,0.258789,0.564167,0.137172,0.37625
CSU222,anotador2,suspicious_behavior,0.258789,0.564167,0.137172,0.37625
CSU223,anotador1,suspicious_behavior,0.168641,0.561135,0.178094,0.373146
CSU223,anotador2,suspicious_behavior,0.168641,0.561135,0.178094,0.373146
CSU224,anotador1,suspicious_behavior,0.963469,0.697563,0.073062,0.174042
CSU224,anotador2,suspicious_behavior,0.963469,0.697563,0.073062,0.174042
CSU225,anotador1,fall,0.929727,0.708625,0.140547,0.21975
CSU225,anotador2,fall,0.929727,0.708625,0.140547,0.21975
CSU227,anotador1,fall,0.837359,0.796385,0.325281,0.171104
CSU227,anotador2,fall,0.837359,0.796385,0.325281,0.171104
CSU228,anotador1,fall,0.841789,0.756562,0.314234,0.197625
CSU228,anotador2,fall,0.841789,0.756562,0.314234,0.197625
CSU229,anotador1,fall,0.799195,0.767698,0.401609,0.178604
CSU229,anotador2,suspicious_behavior,0.799195,0.767698,0.401609,0.178604
CSU230,anotador1,fall,0.801414,0.776469,0.397172,0.219771
CSU230,anotador2,fall,0.801414,0.776469,0.397172,0.219771
CSU231,anotador1,fall,0.795883,0.763938,0.408234,0.22125
CSU231,anotador2,fall,0.795883,0.763938,0.408234,0.22125
CSU232,anotador1,fall,0.777625,0.727073,0.44475,0.283188
CSU232,anotador2,fall,0.777625,0.727073,0.44475,0.283188
CSU233,anotador1,fall,0.695219,0.757333,0.5255,0.228667
CSU233,anotador2,fall,0.695219,0.757333,0.5255,0.228667
CSU234,anotador1,fall,0.669187,0.7455,0.480094,0.240417
CSU234,anotador2,fall,0.669187,0.7455,0.480094,0.240417
CSU236,anotador1,fall,0.528703,0.783854,0.513281,0.196167
CSU236,anotador2,fall,0.528703,0.783854,0.513281,0.196167
CSU237,anotador1,fall,0.456805,0.812615,0.601766,0.165187
CSU237,anotador2,fall,0.456805,0.812615,0.601766,0.165187
CSU239,anotador1,suspicious_behavior,0.868313,0.46526,0.033188,0.104729
CSU239,anotador2,suspicious_behavior,0.868313,0.46526,0.033188,0.104729
CSU239,anotador1,fall,0.330695,0.74624,0.573016,0.253687
CSU239,anotador2,fall,0.330695,0.74624,0.573016,0.253687
CSU240,anotador1,fall,0.294195,0.789083,0.581859,0.209583
CSU240,anotador2,suspicious_object,0.294195,0.789083,0.581859,0.209583
CSU241,anotador1,fall,0.260453,0.77426,0.505531,0.235979
CSU241,anotador2,suspicious_object,0.260453,0.77426,0.505531,0.235979
CSU243,anotador1,suspicious_behavior,0.206773,0.756562,0.411453,0.262542
CSU243,anotador2,suspicious_behavior,0.206773,0.756562,0.411453,0.262542
